Job,Release,Deadline,processingTime
J1,1786,2000,86
J2,1831,1995,81
J3,1762,1974,97
J4,1786,1987,92
J5,1764,1997,87
J6,1836,1997,82
J7,1775,1980,98
J8,1851,1974,93
J9,1854,1977,88
J10,1762,1993,83
J11,1792,1976,99
J12,1798,1970,94
J13,1810,1986,89
J14,1795,1979,84
J15,1804,1971,100
J16,1805,1980,95
J17,1857,1970,90
J18,1827,1976,85
J19,1800,1973,80
J20,1795,1984,96
J21,1798,2000,91
J22,1802,1996,86
J23,1827,1971,81
J24,1794,1979,97
J25,1762,1973,92
J26,1806,1993,87
J27,1790,1998,82
J28,1805,1989,98
J29,1801,1976,93
J30,1773,1980,88
J31,1870,1995,83
J32,1787,1985,99
J33,1842,1987,94
J34,1856,1998,89
J35,1783,1982,84
J36,1804,1974,100
J37,1843,1978,95
J38,1765,1986,90
J39,1793,1987,85
J40,1769,1991,80
J41,1851,1996,96
J42,1820,1974,91
J43,1837,1974,86
J44,1852,1991,81
J45,1790,1973,97
J46,1773,1973,92
J47,1776,1981,87
J48,1786,1970,82
J49,1792,1983,98
J50,1813,1980,93
J51,1860,1989,88
J52,1800,1981,83
J53,1850,1984,99
J54,1824,1996,94
J55,1767,1989,89
J56,1828,1989,84
J57,1853,1982,100
J58,1779,1980,95
J59,1772,2000,90
J60,1833,1973,85
J61,1829,1992,80
J62,1768,1984,96
J63,1831,1997,91
J64,1791,1989,86
J65,1810,1981,81
J66,1791,1982,97
J67,1864,1984,92
J68,1800,1988,87
J69,1799,1977,82
J70,1765,1980,98
J71,1853,1993,93
J72,1810,1973,88
J73,1835,1988,83
J74,1771,1990,99
J75,1765,1990,94
J76,1843,1986,89
J77,1825,1988,84
J78,1795,1999,100
J79,1835,1986,95
J80,1829,1994,90
J81,1863,1972,85
J82,1842,1993,80
J83,1868,1989,96
J84,1854,1984,91
J85,1811,1975,86
J86,1768,1986,81
J87,1852,1970,97
J88,1830,1979,92
J89,1793,1989,87
J90,1778,1990,82
J91,1787,1991,98
J92,1795,1997,93
J93,1827,1983,88
J94,1788,1979,83
J95,1791,1998,99
J96,1796,1990,94
J97,1864,1982,89
J98,1818,1975,84
J99,1867,1976,100
J100,1778,1980,95
J101,1788,1991,90
J102,1814,1973,85
J103,1819,1984,80
J104,1794,1992,96
J105,1835,2000,91
J106,1798,1991,86
J107,1862,2000,81
J108,1866,1970,97
J109,1837,1984,92
J110,1840,1973,87
J111,1776,1987,82
J112,1801,1986,98
J113,1836,1984,93
J114,1850,1980,88
J115,1845,1980,83
J116,1865,1986,99
J117,1799,1975,94
J118,1816,1987,89
J119,1861,1976,84
J120,1782,1995,100
J121,1859,1975,95
J122,1805,1994,90
J123,1843,1971,85
J124,1865,1994,80
J125,1781,1980,96
J126,1770,1982,91
J127,1852,1985,86
J128,1803,1987,81
J129,1849,1981,97
J130,1858,1993,92
J131,1841,1973,87
J132,1782,2000,82
J133,1832,1977,98
J134,1859,1998,93
J135,1770,1985,88
J136,1786,1972,83
J137,1765,1975,99
J138,1846,1976,94
J139,1812,1972,89
J140,1832,1974,84
J141,1845,1992,100
J142,1787,1972,95
J143,1761,1986,90
J144,1763,1981,85
J145,1782,1976,80
J146,1824,1976,96
J147,1776,1995,91
J148,1783,1979,86
J149,1811,1988,81
J150,1866,1982,97
J151,1821,1970,92
J152,1814,1998,87
J153,1864,1976,82
J154,1806,1995,98
J155,1839,1993,93
J156,1840,1986,88
J157,1760,1978,83
J158,1831,1975,99
J159,1785,1994,94
J160,1829,1998,89
J161,1836,1996,84
J162,1794,1980,100
J163,1818,1980,95
J164,1827,1997,90
J165,1781,1971,85
J166,1810,1996,80
J167,1844,1990,96
J168,1786,1976,91
J169,1804,1977,86
J170,1781,1988,81
J171,1848,1999,97
J172,1836,1971,92
J173,1794,1991,87
J174,1848,1979,82
J175,1822,1997,98
J176,1854,1976,93
J177,1857,1998,88
J178,1792,1991,83
J179,1776,1973,99
J180,1860,1991,94
J181,1812,1988,89
J182,1782,1992,84
J183,1825,1997,100
J184,1808,1975,95
J185,1794,1984,90
J186,1772,1988,85
J187,1864,1977,80
J188,1852,2000,96
J189,1766,1996,91
J190,1837,1980,86
J191,1786,1984,81
J192,1781,1973,97
J193,1790,1984,92
J194,1760,1988,87
J195,1819,1986,82
J196,1795,1983,98
J197,1861,1991,93
J198,1795,1980,88
J199,1798,1972,83
J200,1778,1997,99
J201,1838,1974,94
J202,1841,1988,89
J203,1847,1970,84
J204,1848,1992,100
J205,1833,1999,95
J206,1826,1978,90
J207,1821,1995,85
J208,1853,1991,80
J209,1823,1990,96
J210,1792,1990,91
J211,1808,2000,86
J212,1785,1976,81
J213,1838,1972,97
J214,1828,1983,92
J215,1833,1980,87
J216,1831,1979,82
J217,1852,1975,98
J218,1788,1996,93
J219,1856,1996,88
J220,1768,1990,83
J221,1809,1992,99
J222,1837,2000,94
J223,1811,1987,89
J224,1813,1982,84
J225,1797,1983,100
J226,1806,1998,95
J227,1797,1977,90
J228,1859,1993,85
J229,1796,1975,80
J230,1799,1982,96
J231,1838,1989,91
J232,1840,1971,86
J233,1794,1985,81
J234,1778,1986,97
J235,1833,1976,92
J236,1778,1996,87
J237,1862,1999,82
J238,1854,1987,98
J239,1826,1996,93
J240,1790,1986,88
J241,1762,1975,83
J242,1864,1989,99
J243,1778,1995,94
J244,1764,1987,89
J245,1848,1982,84
J246,1805,1976,100
J247,1811,1971,95
J248,1845,1976,90
J249,1839,1990,85
J250,1824,1993,80
J251,1802,1977,96
J252,1808,1976,91
J253,1774,1999,86
J254,1769,1990,81
J255,1791,1980,97
J256,1838,1994,92
J257,1783,2000,87
J258,1826,1990,82
J259,1856,2000,98
J260,1825,1996,93
J261,1796,1977,88
J262,1855,1995,83
J263,1808,1993,99
J264,1814,1979,94
J265,1837,1994,89
J266,1792,1997,84
J267,1771,1974,100
J268,1859,1985,95
J269,1785,2000,90
J270,1856,1978,85
J271,1763,1972,80
J272,1826,1991,96
J273,1818,1990,91
J274,1827,1981,86
J275,1786,1974,81
J276,1787,1982,97
J277,1855,1974,92
J278,1785,1986,87
J279,1865,1982,82
J280,1821,1981,98
J281,1780,1981,93
J282,1815,1991,88
J283,1762,1976,83
J284,1816,1981,99
J285,1791,1981,94
J286,1869,1987,89
J287,1771,1975,84
J288,1778,1998,100
J289,1842,1998,95
J290,1798,1992,90
J291,1825,1993,85
J292,1829,1996,80
J293,1815,1986,96
J294,1820,1996,91
J295,1817,1986,86
J296,1835,1979,81
J297,1855,1985,97
J298,1783,1998,92
J299,1859,1989,87
J300,1834,1982,82
J301,1777,1986,98
J302,1818,1986,93
J303,1776,1978,88
J304,1800,1997,83
J305,1869,1982,99
J306,1769,1971,94
J307,1855,1998,89
J308,1801,1996,84
J309,1796,1999,100
J310,1836,1979,95
J311,1833,1997,90
J312,1843,1984,85
J313,1846,1985,80
J314,1862,1990,96
J315,1805,2000,91
J316,1766,1973,86
