Job,Release,Deadline,processingTime
J1,216,366,100
J2,217,353,24
J3,216,377,61
J4,167,358,98
J5,201,334,54
J6,194,345,91
J7,164,347,47
J8,193,359,84
J9,176,370,40
J10,205,370,77
J11,186,343,33
J12,166,378,70
J13,169,334,26
J14,195,357,63
J15,203,380,100
J16,179,333,56
J17,191,376,93
J18,201,337,49
J19,200,369,86
J20,184,344,42
J21,205,354,79
J22,185,351,35
J23,214,362,72
J24,169,325,28
J25,185,321,65
J26,167,342,21
J27,191,330,58
J28,192,370,95
J29,160,339,51
J30,220,332,88
J31,189,326,44
J32,219,338,81
J33,207,372,37
J34,216,360,74
J35,172,363,30
J36,167,356,67
J37,208,322,23
J38,202,350,60
J39,189,346,97
J40,187,379,53
J41,160,342,90
J42,161,362,46
J43,168,357,83
J44,193,355,39
J45,171,363,76
J46,191,327,32
J47,168,352,69
J48,167,335,25
J49,176,338,62
J50,187,359,99
J51,171,371,55
J52,208,340,92
J53,191,342,48
J54,164,328,85
J55,217,325,41
J56,209,320,78
J57,196,334,34
J58,173,357,71
J59,193,328,27
J60,181,331,64
J61,175,376,20
J62,174,343,57
J63,180,333,94
J64,199,358,50
J65,187,330,87
J66,173,346,43
J67,202,371,80
J68,188,341,36
J69,211,353,73
J70,218,333,29
J71,210,372,66
J72,163,327,22
J73,167,378,59
J74,214,374,96
J75,211,373,52
J76,163,370,89
J77,203,378,45
J78,182,341,82
J79,218,331,38
J80,166,374,75
J81,218,361,31
J82,191,331,68
J83,194,346,24
J84,214,360,61
J85,189,328,98
J86,209,327,54
J87,198,368,91
J88,180,374,47
J89,199,329,84
J90,193,332,40
J91,161,334,77
J92,173,371,33
J93,177,359,70
J94,208,323,26
J95,215,380,63
J96,165,375,100
J97,220,331,56
J98,175,364,93
J99,203,342,49
J100,187,374,86
J101,189,378,42
J102,181,344,79
J103,180,348,35
J104,170,376,72
J105,164,356,28
J106,161,358,65
J107,172,328,21
J108,204,379,58
J109,195,361,95
J110,213,337,51
J111,166,345,88
J112,188,324,44
J113,170,348,81
J114,204,333,37
J115,175,363,74
J116,194,354,30
J117,205,368,67
J118,162,344,23
J119,185,367,60
J120,196,362,97
J121,189,356,53
J122,193,333,90
J123,162,369,46
J124,205,329,83
J125,184,372,39
J126,187,354,76
J127,187,375,32
J128,216,339,69
J129,192,332,25
J130,180,370,62
J131,176,323,99
J132,195,375,55
J133,182,360,92
J134,197,347,48
J135,193,331,85
J136,165,328,41
J137,166,366,78
J138,217,337,34
J139,200,357,71
J140,214,347,27
J141,170,374,64
J142,201,320,20
J143,189,345,57
J144,177,334,94
J145,220,325,50
J146,179,341,87
J147,207,356,43
J148,200,360,80
J149,194,372,36
J150,202,342,73
J151,163,330,29
J152,207,342,66
J153,195,340,22
J154,205,344,59
J155,210,357,96
J156,160,326,52
J157,175,329,89
J158,207,341,45
J159,178,341,82
J160,176,342,38
J161,215,322,75
J162,193,345,31
J163,164,370,68
J164,198,324,24
J165,186,357,61
J166,188,379,98
J167,195,322,54
J168,174,331,91
