Job,Release,Deadline,processingTime
J1,524,628,99
J2,1629,1699,65
J3,60,153,87
J4,1590,1670,79
J5,1846,1873,26
J6,762,799,34
J7,780,835,51
J8,1176,1210,33
J9,1498,1520,21
J10,573,646,72
J11,327,402,69
J12,285,318,29
J13,912,1012,99
J14,4,46,36
J15,429,455,20
J16,340,393,47
J17,593,636,41
J18,1105,1155,45
J19,420,521,100
J20,1831,1879,45
J21,45,105,58
J22,340,414,73
J23,134,189,53
J24,1675,1737,58
J25,7,106,95
J26,136,201,63
J27,1677,1744,65
J28,1427,1510,81
J29,986,1032,43
J30,117,161,42
J31,1536,1560,22
J32,38,113,71
J33,750,826,73
J34,1723,1817,94
J35,96,178,77
J36,1278,1322,43
J37,1548,1584,35
J38,706,789,79
J39,1829,1898,65
J40,1589,1644,52
J41,604,1826,33
J42,38,1893,57
J43,214,1798,31
J44,626,1821,85
J45,349,1732,38
J46,95,1769,89
J47,314,1631,60
J48,642,1602,30
J49,496,1615,59
J50,83,1996,26
J51,33,1693,71
J52,353,1706,96
J53,667,1881,78
J54,58,1483,38
J55,343,1662,83
J56,750,1585,36
J57,919,1873,100
J58,173,1894,33
J59,153,1510,67
J60,302,1594,73
J61,945,1623,78
J62,465,1949,86
J63,491,1730,60
J64,482,1863,57
J65,116,1836,38
J66,184,1961,88
J67,185,1541,63
J68,279,1977,82
J69,889,1964,90
J70,65,1814,66
J71,680,1485,95
J72,373,1737,59
J73,272,1750,82
J74,666,1632,63
J75,873,1461,94
J76,561,1706,80
J77,688,1730,61
J78,296,1962,79
J79,357,1730,65
J80,756,1868,64
J81,1854,1978,100
J82,1822,1979,80
J83,1851,1996,32
J84,1843,1989,72
J85,1798,1995,100
J86,1864,1980,64
J87,1816,1972,99
J88,1800,1986,67
J89,1786,1981,88
J90,1870,1976,39
J91,1817,1970,91
J92,1817,1989,53
J93,1830,1976,51
J94,1858,1981,100
J95,1807,2000,51
J96,1819,1979,43
J97,1788,1993,38
J98,1839,1973,42
J99,1788,2000,53
J100,1858,1998,74
J101,1813,1982,82
J102,1792,1997,77
J103,1815,1998,50
J104,1859,1999,42
J105,1819,1984,72
J106,1865,1994,87
J107,1824,1974,24
J108,1852,1980,38
J109,1819,1982,42
J110,1795,1971,67
J111,1860,1997,95
J112,1821,1970,44
J113,1869,1977,20
J114,1797,1983,57
J115,1831,1975,46
J116,1810,1983,70
J117,1841,1974,99
J118,1828,1998,96
J119,1823,1987,98
J120,1789,1983,21
J121,233,366,36
J122,210,395,39
J123,226,391,78
J124,209,384,40
J125,233,362,47
J126,227,381,100
J127,209,387,78
J128,222,395,38
J129,214,355,28
J130,210,393,33
J131,632,779,53
J132,619,793,48
J133,632,781,80
J134,630,779,28
J135,625,765,59
J136,605,758,80
J137,622,772,23
J138,609,778,97
J139,640,774,100
J140,634,755,48
J141,1040,1188,90
J142,1036,1165,100
J143,1032,1175,62
J144,1016,1172,47
J145,1019,1162,61
J146,1038,1193,82
J147,1025,1190,29
J148,1032,1184,89
J149,1014,1184,56
J150,1027,1166,53
J151,1428,1562,66
J152,1429,1558,26
J153,1424,1560,69
J154,1426,1570,21
J155,1413,1571,36
J156,1420,1571,73
J157,1420,1565,70
J158,1424,1581,92
J159,1438,1563,36
J160,1412,1559,70
J161,1040,1223,97
J162,1359,1452,74
J163,563,754,31
J164,311,492,63
J165,1417,1477,46
J166,1542,1719,80
J167,1060,1203,39
J168,1785,1874,70
J169,578,708,41
J170,167,259,76
J171,1187,1265,42
J172,37,87,30
J173,1223,1407,63
J174,1100,1258,77
J175,1214,1401,85
J176,835,925,70
J177,1501,1590,55
J178,416,564,41
J179,712,810,84
J180,298,499,46
J181,413,520,31
J182,1581,1770,37
J183,1743,1909,58
J184,128,308,57
J185,266,393,43
J186,1818,1952,36
J187,1172,1283,51
J188,1444,1573,76
J189,1316,1522,50
J190,1725,1978,96
J191,1618,1837,82
J192,1423,1549,84
J193,463,671,48
J194,1487,1613,38
J195,1030,1184,88
J196,1102,1281,61
J197,382,487,87
J198,1217,1347,43
J199,1648,1856,82
J200,1292,1397,27
