Job,Release,Deadline,processingTime
J1,1870,1970,100
J2,1852,1978,24
J3,1856,1975,61
J4,1856,1993,98
J5,1864,1999,54
J6,1870,1997,91
J7,1857,1995,47
J8,1854,1990,84
J9,1864,1994,40
J10,1837,1992,77
J11,1869,1972,33
J12,1852,1997,70
J13,1868,1971,26
J14,1841,1992,63
J15,1839,1970,100
J16,1861,1970,56
J17,1869,1970,93
J18,1866,1973,49
J19,1853,1992,86
J20,1863,1988,42
J21,1854,1975,79
J22,1850,1972,35
J23,1855,1990,72
J24,1846,1998,28
J25,1840,1976,65
J26,1866,1985,21
J27,1840,1970,58
J28,1863,1993,95
J29,1856,1985,51
J30,1856,1978,88
J31,1870,1999,44
J32,1862,1989,81
J33,1858,1970,37
J34,1865,1990,74
J35,1852,1992,30
J36,1868,1985,67
J37,1844,1992,23
J38,1848,1980,60
J39,1865,1986,97
J40,1852,1987,53
J41,1855,1975,90
J42,1867,1975,46
J43,1867,1981,83
J44,1864,1991,39
J45,1843,1990,76
J46,1854,1982,32
J47,1846,1990,69
J48,1869,1989,25
J49,1851,1977,62
J50,1865,1989,99
J51,1852,1985,55
J52,1847,1982,92
J53,1859,1992,48
J54,1863,1994,85
J55,1840,1988,41
J56,1857,1972,78
J57,1850,1990,34
J58,1849,1996,71
J59,1870,1985,27
J60,1837,1983,64
J61,1860,1974,20
J62,1869,1994,57
J63,1846,1999,94
J64,1868,1977,50
J65,1839,1972,87
J66,1867,1994,43
J67,1856,1973,80
J68,1869,1984,36
J69,1845,1988,73
J70,1842,1973,29
J71,1855,1996,66
J72,1851,1997,22
J73,1853,1995,59
J74,1861,1984,96
J75,1848,1983,52
J76,1865,1996,89
J77,1861,2000,45
J78,1861,1996,82
J79,1844,1994,38
J80,1851,1976,75
J81,1843,1973,31
J82,1853,1987,68
J83,1838,1981,24
J84,1867,1986,61
J85,1846,1973,98
J86,1837,1999,54
J87,1862,1982,91
J88,1844,1988,47
J89,1854,1972,84
J90,1851,1978,40
J91,1860,1970,77
J92,1839,1971,33
J93,1865,1975,70
J94,1859,1971,26
J95,1856,1990,63
J96,1851,1972,100
J97,1860,1984,56
J98,1851,1996,93
J99,1855,1995,49
J100,1861,1980,86
J101,1847,1985,42
J102,1843,1998,79
J103,1862,1995,35
J104,1853,1973,72
J105,1868,1994,28
J106,1844,1972,65
J107,1860,1972,21
J108,1864,1996,58
J109,1857,1982,95
J110,1843,1982,51
J111,1837,1972,88
J112,1839,1999,44
J113,1870,1994,81
J114,1867,1989,37
J115,1857,1987,74
J116,1862,1984,30
J117,1847,1988,67
J118,1870,1989,23
J119,1866,1978,60
J120,1865,1973,97
J121,1839,2000,53
J122,1844,1998,90
J123,1841,1979,46
J124,1868,1975,83
J125,1859,1985,39
J126,1841,1973,76
J127,1857,1994,32
J128,1847,1999,69
J129,1870,1988,25
J130,1847,1990,62
J131,1858,1972,99
J132,1869,1979,55
J133,1850,1973,92
J134,1868,1978,48
J135,1863,1987,85
J136,1870,1983,41
J137,1863,1985,78
J138,1851,1986,34
J139,1841,1998,71
J140,1868,1989,27
J141,1839,1987,64
J142,1853,1991,20
J143,1840,1997,57
J144,1843,2000,94
J145,1866,1979,50
J146,1863,1986,87
J147,1849,1971,43
J148,1867,1985,80
J149,1846,1981,36
J150,1857,1974,73
J151,1846,1989,29
J152,1863,1975,66
J153,1862,1981,22
J154,1838,1982,59
J155,1848,1979,96
J156,1845,1971,52
J157,1868,1998,89
J158,1863,1995,45
J159,1841,1997,82
J160,1852,1971,38
J161,1855,1978,75
J162,1839,1974,31
J163,1855,1989,68
J164,1844,1982,24
J165,1858,1997,61
J166,1864,1976,98
J167,1852,1974,54
J168,1843,1992,91
J169,1858,1980,47
J170,1870,1987,84
J171,1847,1994,40
J172,1858,1994,77
J173,1855,1979,33
J174,1867,1998,70
J175,1840,1983,26
J176,1840,1982,63
J177,1855,1992,100
J178,1864,1975,56
J179,1851,1983,93
J180,1846,1975,49
J181,1858,1979,86
J182,1838,1979,42
J183,1846,1974,79
J184,1855,1971,35
J185,1849,1974,72
J186,1859,1995,28
J187,1870,1976,65
J188,1861,1997,21
J189,1846,1985,58
J190,1867,1988,95
J191,1854,1987,51
J192,1847,2000,88
J193,1843,1995,44
J194,1864,1982,81
J195,1864,1985,37
J196,1859,1970,74
J197,1837,1979,30
J198,1858,1977,67
J199,1841,1999,23
J200,1845,1970,60
