Job,Release,Deadline,processingTime
J1,1214,1268,50
J2,758,798,36
J3,1282,1366,80
J4,1241,1269,28
J5,532,616,80
J6,393,447,49
J7,1108,1192,80
J8,814,899,80
J9,475,519,39
J10,1778,1821,39
J11,1519,1588,69
J12,327,359,28
J13,617,642,25
J14,969,1027,54
J15,1463,1535,69
J16,1492,1566,70
J17,275,353,76
J18,74,107,32
J19,445,530,83
J20,1596,1676,75
J21,863,925,58
J22,1176,1247,69
J23,1199,1290,88
J24,476,572,94
J25,1754,1779,23
J26,1375,1477,97
J27,1431,1473,40
J28,1853,1946,89
J29,214,311,92
J30,1297,1348,47
J31,584,638,54
J32,988,1021,28
J33,182,265,81
J34,841,870,28
J35,602,627,22
J36,1788,1861,73
J37,1240,1269,25
J38,774,804,25
J39,678,777,95
J40,1036,1092,55
J41,635,659,24
J42,222,255,29
J43,65,154,88
J44,598,674,72
J45,320,378,53
J46,1778,1805,25
J47,738,799,60
J48,772,843,68
J49,791,882,86
J50,1395,1495,96
J51,1271,1308,33
J52,884,943,54
J53,617,670,50
J54,1068,1123,53
J55,695,785,90
J56,1188,1263,73
J57,772,798,22
J58,1295,1391,95
J59,1298,1330,27
J60,955,1019,62
J61,1247,1317,65
J62,1512,1570,55
J63,1208,1230,22
J64,757,781,22
J65,935,1037,100
J66,1232,1329,95
J67,746,789,42
J68,1553,1615,60
J69,541,639,96
J70,215,283,68
J71,1401,1498,92
J72,635,675,36
J73,1339,1389,48
J74,672,723,50
J75,1331,1411,75
J76,209,245,32
J77,684,750,61
J78,898,947,48
J79,690,725,30
J80,1813,1864,47
J81,555,633,77
J82,70,109,35
J83,646,694,44
J84,1769,1814,43
J85,1654,1722,63
J86,1652,1686,30
J87,1208,1273,64
J88,598,675,73
J89,952,1008,54
J90,595,671,73
J91,839,931,92
J92,320,393,72
J93,978,1002,20
J94,890,979,85
J95,67,120,48
J96,1714,1797,78
J97,592,682,86
J98,1823,1887,63
J99,1758,1790,28
J100,246,303,56
J101,72,102,25
J102,407,495,85
J103,102,195,93
J104,1527,1608,81
J105,1031,1074,41
J106,1358,1408,50
J107,1100,1190,87
J108,1870,1900,26
J109,700,735,34
J110,1765,1821,52
J111,1663,1744,81
J112,453,519,65
J113,1095,1130,35
J114,491,534,41
J115,1687,1723,36
J116,1288,1374,82
J117,103,176,71
J118,551,606,51
J119,1065,1155,87
J120,969,997,26
J121,1756,1776,20
J122,95,131,36
J123,141,170,26
J124,1750,1779,24
J125,1056,1091,31
J126,647,730,82
J127,147,209,60
J128,1325,1397,69
J129,623,720,95
J130,392,447,53
J131,254,329,74
J132,8,104,91
J133,1629,1697,68
J134,366,458,92
J135,944,1015,67
J136,779,873,89
J137,1276,1304,25
J138,763,794,26
J139,1557,1645,83
J140,862,927,60
J141,944,1017,73
J142,448,503,51
J143,1424,1482,54
J144,1645,1677,29
J145,873,922,48
J146,667,692,23
J147,1620,1713,91
J148,951,991,35
J149,1666,1706,35
J150,1623,1713,87
J151,1503,1538,33
J152,1090,1182,92
J153,1468,1563,95
J154,294,375,80
J155,91,164,69
J156,1156,1187,31
J157,367,435,68
J158,1724,1787,63
J159,1729,1752,23
J160,1713,1799,81
J161,1186,1244,56
J162,75,110,31
J163,1084,1174,85
J164,219,273,50
J165,1134,1166,32
J166,665,759,90
J167,1696,1739,43
J168,369,424,50
J169,931,986,51
J170,518,590,70
J171,813,911,96
J172,857,948,91
J173,1025,1094,68
J174,1728,1805,72
J175,851,896,40
J176,1549,1645,92
J177,1405,1494,86
J178,1317,1359,39
J179,333,372,39
J180,1533,1619,83
J181,908,998,86
J182,280,325,43
J183,301,350,45
J184,645,731,85
J185,1597,1687,88
J186,1220,1296,72
J187,548,643,94
J188,48,109,59
J189,1647,1731,81
J190,353,402,45
J191,490,558,66
J192,1586,1668,81
J193,1429,1505,73
J194,422,521,96
J195,1710,1809,94
J196,57,151,91
J197,1755,1787,29
J198,958,984,25
J199,1328,1383,50
J200,446,476,28
