Busy Time
Capacity
2
Job,Release,Deadline,processingTime
J1,1,24,20
J2,11,40,25
J3,20,55,30
J4,30,71,35
J5,39,70,24
J6,49,80,29
J7,58,95,34
J8,68,95,23
J9,77,110,28
J10,87,126,33
J11,96,125,22
J12,106,135,27
J13,116,151,32
J14,125,150,21
J15,135,166,26
J16,144,181,31
J17,154,181,20
J18,163,190,25
J19,173,206,30
J20,182,221,35
J21,192,221,24
J22,202,237,29
J23,211,252,34
J24,221,246,23
J25,230,261,28
J26,240,277,33
J27,249,276,22
J28,259,292,27
J29,268,307,32
J30,278,301,21
J31,287,316,26
J32,297,332,31
J33,307,332,20
J34,316,347,25
J35,326,363,30
J36,335,372,35
J37,345,372,24
J38,354,387,29
J39,364,403,34
J40,373,402,23
J41,383,418,28
J42,392,427,33
J43,402,427,22
J44,412,443,27
J45,421,458,32
J46,431,458,21
J47,440,473,26
J48,450,483,31
J49,459,482,20
J50,469,498,25
J51,478,513,30
J52,488,529,35
J53,497,528,24
J54,507,538,29
J55,517,554,34
J56,526,553,23
J57,536,569,28
J58,545,584,33
J59,555,584,22
J60,564,593,27
J61,574,609,32
J62,583,608,21
J63,593,624,26
J64,603,640,31
J65,612,639,20
J66,622,649,25
J67,631,664,30
J68,641,680,35
J69,650,679,24
J70,660,695,29
J71,669,710,34
J72,679,704,23
J73,688,719,28
J74,698,735,33
J75,708,735,22
J76,717,750,27
J77,727,766,32
J78,736,759,21
J79,746,775,26
J80,755,790,31
J81,765,790,20
J82,774,805,25
J83,784,821,30
J84,793,830,35
J85,803,830,24
J86,813,846,29
J87,822,861,34
J88,832,861,23
J89,841,876,28
J90,851,886,33
J91,860,885,22
J92,870,901,27
J93,879,916,32
J94,889,916,21
J95,898,931,26
J96,908,941,31
J97,918,941,20
J98,927,956,25
J99,937,972,30
J100,946,987,35
J101,956,987,24
J102,965,996,29
J103,975,1012,34
J104,984,1011,23
J105,994,1027,28
J106,1004,1043,33
J107,1013,1042,22
J108,1023,1052,27
J109,1032,1067,32
J110,1042,1067,21
J111,1051,1082,26
J112,1061,1098,31
J113,1070,1097,20
J114,1080,1107,25
J115,1089,1122,30
J116,1099,1138,35
J117,1109,1138,24
J118,1118,1153,29
J119,1128,1169,34
J120,1137,1162,23
J121,1147,1178,28
J122,1156,1193,33
J123,1166,1193,22
J124,1175,1208,27
J125,1185,1224,32
J126,1194,1217,21
J127,1204,1233,26
J128,1214,1249,31
J129,1223,1248,20
J130,1233,1264,25
J131,1242,1279,30
J132,1252,1289,35
J133,1261,1288,24
J134,1271,1304,29
J135,1280,1319,34
J136,1290,1319,23
J137,1299,1334,28
J138,1309,1344,33
J139,1319,1344,22
J140,1328,1359,27
J141,1338,1375,32
J142,1347,1374,21
J143,1357,1390,26
J144,1366,1399,31
J145,1376,1399,20
J146,1385,1414,25
J147,1395,1430,30
J148,1405,1446,35
J149,1414,1445,24
J150,1424,1455,29
J151,1433,1470,34
J152,1443,1470,23
J153,1452,1485,28
J154,1462,1501,33
J155,1471,1500,22
J156,1481,1510,27
J157,1490,1525,32
J158,1500,1525,21
J159,1510,1541,26
J160,1519,1556,31
J161,1529,1556,20
J162,1538,1565,25
J163,1548,1581,30
J164,1557,1596,35
J165,1567,1596,24
J166,1576,1611,29
J167,1586,1627,34
J168,1595,1620,23
J169,1605,1636,28
J170,1615,1652,33
J171,1624,1651,22
J172,1634,1667,27
J173,1643,1682,32
J174,1653,1676,21
J175,1662,1691,26
J176,1672,1707,31
J177,1681,1706,20
J178,1691,1722,25
J179,1700,1737,30
J180,1710,1747,35
J181,1720,1747,24
J182,1729,1762,29
J183,1739,1778,34
J184,1748,1777,23
J185,1758,1793,28
J186,1767,1802,33
J187,1777,1802,22
J188,1786,1817,27
J189,1796,1833,32
J190,1806,1833,21
J191,1815,1848,26
J192,1825,1858,31
J193,1834,1857,20
J194,1844,1873,25
J195,1853,1888,30
J196,1863,1904,35
J197,1872,1903,24
J198,1882,1913,29
J199,1891,1928,34
J200,1901,1928,23
