Job,Release,Deadline,processingTime
J1,216,366,100
J2,217,353,24
J3,216,377,61
J4,167,358,98
J5,201,334,54
J6,194,345,91
J7,164,347,47
J8,193,359,84
J9,176,370,40
J10,205,370,77
J11,186,343,33
J12,166,378,70
J13,169,334,26
J14,195,357,63
J15,203,380,100
J16,179,333,56
J17,191,376,93
J18,201,337,49
J19,200,369,86
J20,184,344,42
J21,205,354,79
J22,185,351,35
J23,214,362,72
J24,169,325,28
J25,185,321,65
J26,167,342,21
J27,191,330,58
J28,192,370,95
J29,160,339,51
J30,220,332,88
J31,189,326,44
J32,219,338,81
J33,207,372,37
J34,216,360,74
J35,172,363,30
J36,167,356,67
J37,208,322,23
J38,202,350,60
J39,189,346,97
J40,187,379,53
J41,524,650,100
J42,531,683,46
J43,496,658,83
J44,519,665,39
J45,514,673,76
J46,503,698,32
J47,522,669,69
J48,511,698,25
J49,480,699,62
J50,492,680,99
J51,521,671,55
J52,516,642,92
J53,534,641,48
J54,511,662,85
J55,515,686,41
J56,528,656,78
J57,514,685,34
J58,530,646,71
J59,527,658,27
J60,494,674,64
J61,499,646,20
J62,494,669,57
J63,538,650,94
J64,481,682,50
J65,515,685,87
J66,502,644,43
J67,534,679,80
J68,517,644,36
J69,510,675,73
J70,499,669,29
J71,526,646,66
J72,500,684,22
J73,503,670,59
J74,481,698,96
J75,485,653,52
J76,508,646,89
J77,528,690,45
J78,496,665,82
J79,510,649,38
J80,501,667,75
J81,838,973,100
J82,822,964,68
J83,837,1013,24
J84,810,988,61
J85,811,989,98
J86,803,1013,54
J87,822,985,91
J88,837,1020,47
J89,849,992,84
J90,818,973,40
J91,849,1004,77
J92,835,980,33
J93,859,981,70
J94,815,1012,26
J95,836,978,63
J96,810,960,100
J97,813,970,56
J98,842,989,93
J99,818,990,49
J100,822,986,86
J101,838,1018,42
J102,804,999,79
J103,813,972,35
J104,818,1016,72
J105,835,1018,28
J106,826,1020,65
J107,856,963,21
J108,830,991,58
J109,827,964,95
J110,830,978,51
J111,845,993,88
J112,804,992,44
J113,844,993,81
J114,817,986,37
J115,843,994,74
J116,854,1006,30
J117,838,1007,67
J118,846,964,23
J119,857,1017,60
J120,825,1017,97
J121,1131,1333,100
J122,1161,1295,90
J123,1129,1302,46
J124,1126,1339,83
J125,1148,1321,39
J126,1174,1326,76
J127,1139,1304,32
J128,1138,1302,69
J129,1141,1303,25
J130,1158,1309,62
J131,1155,1340,99
J132,1165,1332,55
J133,1149,1319,92
J134,1170,1314,48
J135,1177,1302,85
J136,1143,1291,41
J137,1180,1315,78
J138,1171,1313,34
J139,1156,1336,71
J140,1148,1305,27
J141,1120,1316,64
J142,1149,1306,20
J143,1129,1328,57
J144,1148,1288,94
J145,1127,1311,50
J146,1136,1296,87
J147,1164,1314,43
J148,1133,1299,80
J149,1159,1331,36
J150,1176,1285,73
J151,1152,1300,29
J152,1164,1336,66
J153,1122,1281,22
J154,1156,1333,59
J155,1148,1319,96
J156,1159,1286,52
J157,1126,1320,89
J158,1147,1293,45
J159,1166,1295,82
J160,1143,1339,38
J161,1455,1609,100
J162,1484,1632,31
J163,1491,1611,68
J164,1497,1606,24
J165,1469,1609,61
J166,1443,1651,98
J167,1498,1652,54
J168,1498,1632,91
J169,1475,1633,47
J170,1483,1627,84
J171,1495,1660,40
J172,1441,1638,77
J173,1473,1636,33
J174,1447,1601,70
J175,1474,1614,26
J176,1457,1613,63
J177,1496,1611,100
J178,1474,1639,56
J179,1455,1659,93
J180,1481,1613,49
J181,1490,1603,86
J182,1482,1627,42
J183,1445,1615,79
J184,1452,1614,35
J185,1453,1608,72
J186,1498,1620,28
J187,1442,1600,65
J188,1485,1610,21
J189,1441,1637,58
J190,1473,1630,95
J191,1465,1656,51
J192,1471,1628,88
J193,1478,1613,44
J194,1452,1624,81
J195,1485,1604,37
J196,1446,1643,74
J197,1456,1635,30
J198,1494,1634,67
J199,1498,1619,23
J200,1488,1611,60
