Job,Release,Deadline,processingTime
J1,1,36,26
J2,10,41,21
J3,20,68,37
J4,29,73,32
J5,39,79,27
J6,48,84,22
J7,57,110,38
J8,67,116,33
J9,76,121,28
J10,86,127,23
J11,95,153,39
J12,104,158,34
J13,114,164,29
J14,123,169,24
J15,133,196,40
J16,142,201,35
J17,151,206,30
J18,161,194,25
J19,170,199,20
J20,180,226,36
J21,189,231,31
J22,198,236,26
J23,208,242,21
J24,217,268,37
J25,227,274,32
J26,236,279,27
J27,245,284,22
J28,255,311,38
J29,264,316,33
J30,274,322,28
J31,283,327,23
J32,292,353,39
J33,302,359,34
J34,311,364,29
J35,320,369,24
J36,330,378,40
J37,339,383,35
J38,349,389,30
J39,358,394,25
J40,367,399,20
J41,377,426,36
J42,386,431,31
J43,396,437,26
J44,405,442,21
J45,414,468,37
J46,424,474,32
J47,433,479,27
J48,443,485,22
J49,452,511,38
J50,461,516,33
J51,471,522,28
J52,480,527,23
J53,490,554,39
J54,499,541,34
J55,508,546,29
J56,518,552,24
J57,527,578,40
J58,537,584,35
J59,546,589,30
J60,555,594,25
J61,565,600,20
J62,574,626,36
J63,584,632,31
J64,593,637,26
J65,602,642,21
J66,612,669,37
J67,621,674,32
J68,631,680,27
J69,640,685,22
J70,649,711,38
J71,659,717,33
J72,668,704,28
J73,678,710,23
J74,687,736,39
J75,696,741,34
J76,706,747,29
J77,715,752,24
J78,725,779,40
J79,734,784,35
J80,743,789,30
J81,753,795,25
J82,762,800,20
J83,772,827,36
J84,781,832,31
J85,790,837,26
J86,800,843,21
J87,809,869,37
J88,819,875,32
J89,828,880,27
J90,837,867,22
J91,847,894,38
J92,856,899,33
J93,866,905,28
J94,875,910,23
J95,884,936,39
J96,894,942,34
J97,903,947,29
J98,913,953,24
J99,922,979,40
J100,931,984,35
J101,941,990,30
J102,950,995,25
J103,959,1000,20
J104,969,1027,36
J105,978,1032,31
J106,988,1038,26
J107,997,1043,21
J108,1006,1051,37
J109,1016,1057,32
J110,1025,1062,27
J111,1035,1068,22
J112,1044,1094,38
J113,1053,1099,33
J114,1063,1105,28
J115,1072,1110,23
J116,1082,1137,39
J117,1091,1142,34
J118,1100,1147,29
J119,1110,1153,24
J120,1119,1179,40
J121,1129,1185,35
J122,1138,1190,30
J123,1147,1195,25
J124,1157,1201,20
J125,1166,1227,36
J126,1176,1215,31
J127,1185,1220,26
J128,1194,1225,21
J129,1204,1252,37
J130,1213,1257,32
J131,1223,1263,27
J132,1232,1268,22
J133,1241,1294,38
J134,1251,1300,33
J135,1260,1305,28
J136,1270,1311,23
J137,1279,1337,39
J138,1288,1342,34
J139,1298,1348,29
J140,1307,1353,24
J141,1317,1380,40
J142,1326,1385,35
J143,1335,1390,30
J144,1345,1378,25
J145,1354,1383,20
J146,1364,1410,36
J147,1373,1415,31
J148,1382,1420,26
J149,1392,1426,21
J150,1401,1452,37
J151,1411,1458,32
J152,1420,1463,27
J153,1429,1468,22
J154,1439,1495,38
J155,1448,1500,33
J156,1458,1506,28
J157,1467,1511,23
J158,1476,1537,39
J159,1486,1543,34
J160,1495,1548,29
J161,1505,1554,24
J162,1514,1562,40
J163,1523,1567,35
J164,1533,1573,30
J165,1542,1578,25
J166,1552,1584,20
J167,1561,1610,36
J168,1570,1615,31
J169,1580,1621,26
J170,1589,1626,21
J171,1598,1652,37
J172,1608,1658,32
J173,1617,1663,27
J174,1627,1669,22
J175,1636,1695,38
J176,1645,1700,33
J177,1655,1706,28
J178,1664,1711,23
J179,1674,1738,39
J180,1683,1725,34
J181,1692,1730,29
J182,1702,1736,24
J183,1711,1762,40
J184,1721,1768,35
J185,1730,1773,30
J186,1739,1778,25
J187,1749,1784,20
J188,1758,1810,36
J189,1768,1816,31
J190,1777,1821,26
J191,1786,1826,21
J192,1796,1853,37
J193,1805,1858,32
J194,1815,1864,27
J195,1824,1869,22
J196,1833,1895,38
J197,1843,1901,33
J198,1852,1888,28
J199,1862,1894,23
J200,1871,1920,39
