Job,Release,Deadline,processingTime
J1,40,210,68
J2,42,209,24
J3,44,208,61
J4,46,207,98
J5,48,206,54
J6,50,205,91
J7,52,204,47
J8,54,203,84
J9,56,202,40
J10,58,201,77
J11,60,200,33
J12,62,199,70
J13,64,198,26
J14,66,197,63
J15,68,196,100
J16,70,195,56
J17,72,194,93
J18,74,193,49
J19,76,192,86
J20,78,191,42
J21,220,390,79
J22,222,389,35
J23,224,388,72
J24,226,387,28
J25,228,386,65
J26,230,385,21
J27,232,384,58
J28,234,383,95
J29,236,382,51
J30,238,381,88
J31,240,380,44
J32,242,379,81
J33,244,378,37
J34,246,377,74
J35,248,376,30
J36,250,375,67
J37,252,374,23
J38,254,373,60
J39,256,372,97
J40,258,371,53
J41,400,570,90
J42,402,569,46
J43,404,568,83
J44,406,567,39
J45,408,566,76
J46,410,565,32
J47,412,564,69
J48,414,563,25
J49,416,562,62
J50,418,561,99
J51,420,560,55
J52,422,559,92
J53,424,558,48
J54,426,557,85
J55,428,556,41
J56,430,555,78
J57,432,554,34
J58,434,553,71
J59,436,552,27
J60,438,551,64
J61,580,750,20
J62,582,749,57
J63,584,748,94
J64,586,747,50
J65,588,746,87
J66,590,745,43
J67,592,744,80
J68,594,743,36
J69,596,742,73
J70,598,741,29
J71,600,740,66
J72,602,739,22
J73,604,738,59
J74,606,737,96
J75,608,736,52
J76,610,735,89
J77,612,734,45
J78,614,733,82
J79,616,732,38
J80,618,731,75
J81,760,930,31
J82,762,929,68
J83,764,928,24
J84,766,927,61
J85,768,926,98
J86,770,925,54
J87,772,924,91
J88,774,923,47
J89,776,922,84
J90,778,921,40
J91,780,920,77
J92,782,919,33
J93,784,918,70
J94,786,917,26
J95,788,916,63
J96,790,915,100
J97,792,914,56
J98,794,913,93
J99,796,912,49
J100,798,911,86
J101,940,1110,42
J102,942,1109,79
J103,944,1108,35
J104,946,1107,72
J105,948,1106,28
J106,950,1105,65
J107,952,1104,21
J108,954,1103,58
J109,956,1102,95
J110,958,1101,51
J111,960,1100,88
J112,962,1099,44
J113,964,1098,81
J114,966,1097,37
J115,968,1096,74
J116,970,1095,30
J117,972,1094,67
J118,974,1093,23
J119,976,1092,60
J120,978,1091,97
J121,1120,1290,53
J122,1122,1289,90
J123,1124,1288,46
J124,1126,1287,83
J125,1128,1286,39
J126,1130,1285,76
J127,1132,1284,32
J128,1134,1283,69
J129,1136,1282,25
J130,1138,1281,62
J131,1140,1280,99
J132,1142,1279,55
J133,1144,1278,92
J134,1146,1277,48
J135,1148,1276,85
J136,1150,1275,41
J137,1152,1274,78
J138,1154,1273,34
J139,1156,1272,71
J140,1158,1271,27
J141,1300,1470,64
J142,1302,1469,20
J143,1304,1468,57
J144,1306,1467,94
J145,1308,1466,50
J146,1310,1465,87
J147,1312,1464,43
J148,1314,1463,80
J149,1316,1462,36
J150,1318,1461,73
J151,1320,1460,29
J152,1322,1459,66
J153,1324,1458,22
J154,1326,1457,59
J155,1328,1456,96
J156,1330,1455,52
J157,1332,1454,89
J158,1334,1453,45
J159,1336,1452,82
J160,1338,1451,38
J161,1480,1650,75
J162,1482,1649,31
J163,1484,1648,68
J164,1486,1647,24
J165,1488,1646,61
J166,1490,1645,98
J167,1492,1644,54
J168,1494,1643,91
J169,1496,1642,47
J170,1498,1641,84
J171,1500,1640,40
J172,1502,1639,77
J173,1504,1638,33
J174,1506,1637,70
J175,1508,1636,26
J176,1510,1635,63
J177,1512,1634,100
J178,1514,1633,56
J179,1516,1632,93
J180,1518,1631,49
J181,1660,1830,86
J182,1662,1829,42
J183,1664,1828,79
J184,1666,1827,35
J185,1668,1826,72
J186,1670,1825,28
J187,1672,1824,65
J188,1674,1823,21
J189,1676,1822,58
J190,1678,1821,95
J191,1680,1820,51
J192,1682,1819,88
J193,1684,1818,44
J194,1686,1817,81
J195,1688,1816,37
J196,1690,1815,74
J197,1692,1814,30
J198,1694,1813,67
J199,1696,1812,23
J200,1698,1811,60
