Job,Release,Deadline,processingTime
J1,311,1555,50
J2,491,1608,70
J3,69,1470,31
J4,563,1746,71
J5,228,1982,27
J6,369,1733,88
J7,847,1558,42
J8,220,1476,53
J9,820,1728,53
J10,169,1767,44
J11,643,1831,57
J12,866,1795,31
J13,519,1704,69
J14,254,1934,42
J15,92,1757,55
J16,931,1748,20
J17,722,1769,93
J18,200,1873,85
J19,614,1745,74
J20,463,1615,75
J21,313,1715,49
J22,84,1497,25
J23,642,1737,79
J24,548,1932,86
J25,149,1650,63
J26,423,1657,28
J27,452,1732,100
J28,365,1896,43
J29,329,1653,95
J30,104,1513,61
J31,285,1693,49
J32,340,1631,35
J33,471,1476,57
J34,366,1534,25
J35,753,1784,56
J36,331,1745,22
J37,157,1870,61
J38,697,1529,99
J39,633,1646,57
J40,300,1589,76
J41,391,1612,52
J42,587,1459,62
J43,46,1915,66
J44,374,1821,41
J45,586,1549,57
J46,213,1884,76
J47,117,1510,46
J48,57,1622,27
J49,694,1603,96
J50,42,1952,97
J51,256,1779,94
J52,126,1991,24
J53,793,1869,57
J54,490,1656,45
J55,450,1870,50
J56,38,1674,82
J57,455,1704,73
J58,851,1670,74
J59,193,1482,83
J60,261,1709,24
J61,539,1663,51
J62,428,1717,49
J63,333,1502,38
J64,579,1569,60
J65,413,1491,92
J66,397,1545,83
J67,216,1619,75
J68,304,1932,63
J69,835,1880,60
J70,221,1724,87
J71,945,1851,63
J72,77,1736,83
J73,685,1645,100
J74,405,1580,25
J75,684,1511,54
J76,705,1925,41
J77,484,1863,92
J78,224,1453,69
J79,945,1610,47
J80,625,1713,21
J81,406,1840,34
J82,564,1504,48
J83,166,1788,45
J84,793,1932,91
J85,451,1477,87
J86,36,1565,30
J87,575,1713,82
J88,793,1592,97
J89,372,1531,25
J90,927,1460,86
J91,858,1805,58
J92,88,1914,29
J93,211,1768,68
J94,240,1948,69
J95,98,1529,71
J96,938,1824,34
J97,445,1875,85
J98,69,1650,76
J99,857,1940,58
J100,122,1621,74
J101,896,1616,67
J102,724,1602,42
J103,507,1796,61
J104,555,1454,53
J105,6,1769,41
J106,559,1563,35
J107,806,1945,82
J108,78,1983,87
J109,422,1750,51
J110,235,1634,65
J111,2,1504,100
J112,930,1770,98
J113,935,1928,89
J114,313,1968,92
J115,628,1902,76
J116,145,1707,70
J117,371,1798,96
J118,444,1534,37
J119,148,1631,97
J120,924,1830,56
J121,590,1808,45
J122,905,1545,99
J123,413,1633,29
J124,670,1830,62
J125,179,1757,61
J126,619,1470,22
J127,773,1540,87
J128,827,1550,65
J129,187,1957,40
J130,79,1569,93
J131,668,1940,42
J132,633,1760,48
J133,903,1693,71
J134,721,1676,82
J135,377,1685,59
J136,551,1992,61
J137,921,1859,77
J138,411,1770,84
J139,449,1871,56
J140,14,1707,95
J141,919,1919,43
J142,630,1823,91
J143,398,1478,71
J144,524,1519,39
J145,646,1805,78
J146,816,1769,97
J147,774,1714,31
J148,228,1938,81
J149,797,1517,97
J150,947,1694,39
