Job,Release,Deadline,processingTime
J1,1,36,26
J2,14,45,21
J3,26,74,37
J4,39,83,32
J5,51,91,27
J6,64,100,22
J7,76,129,38
J8,89,138,33
J9,101,146,28
J10,114,155,23
J11,127,185,39
J12,139,193,34
J13,152,202,29
J14,164,210,24
J15,177,240,40
J16,189,248,35
J17,202,257,30
J18,214,247,25
J19,227,256,20
J20,239,285,36
J21,252,294,31
J22,265,303,26
J23,277,311,21
J24,290,341,37
J25,302,349,32
J26,315,358,27
J27,327,366,22
J28,340,396,38
J29,352,404,33
J30,365,413,28
J31,378,422,23
J32,390,451,39
J33,403,460,34
J34,415,468,29
J35,428,477,24
J36,440,488,40
J37,453,497,35
J38,465,505,30
J39,478,514,25
J40,490,522,20
J41,503,552,36
J42,516,561,31
J43,528,569,26
J44,541,578,21
J45,553,607,37
J46,566,616,32
J47,578,624,27
J48,591,633,22
J49,603,662,38
J50,616,671,33
J51,629,680,28
J52,641,688,23
J53,654,718,39
J54,666,708,34
J55,679,717,29
J56,691,725,24
J57,704,755,40
J58,716,763,35
J59,729,772,30
J60,741,780,25
J61,754,789,20
J62,767,819,36
J63,779,827,31
J64,792,836,26
J65,804,844,21
J66,817,874,37
J67,829,882,32
J68,842,891,27
J69,854,899,22
J70,867,929,38
J71,880,938,33
J72,892,928,28
J73,905,937,23
J74,917,966,39
J75,930,975,34
J76,942,983,29
J77,955,992,24
J78,967,1021,40
J79,980,1030,35
J80,992,1038,30
J81,1005,1047,25
J82,1018,1056,20
J83,1030,1085,36
J84,1043,1094,31
J85,1055,1102,26
J86,1068,1111,21
J87,1080,1140,37
J88,1093,1149,32
J89,1105,1157,27
J90,1118,1148,22
J91,1131,1178,38
J92,1143,1186,33
J93,1156,1195,28
J94,1168,1203,23
J95,1181,1233,39
J96,1193,1241,34
J97,1206,1250,29
J98,1218,1258,24
J99,1231,1288,40
J100,1243,1296,35
J101,1256,1305,30
J102,1269,1314,25
J103,1281,1322,20
J104,1294,1352,36
J105,1306,1360,31
J106,1319,1369,26
J107,1331,1377,21
J108,1344,1389,37
J109,1356,1397,32
J110,1369,1406,27
J111,1382,1415,22
J112,1394,1444,38
J113,1407,1453,33
J114,1419,1461,28
J115,1432,1470,23
J116,1444,1499,39
J117,1457,1508,34
J118,1469,1516,29
J119,1482,1525,24
J120,1494,1554,40
J121,1507,1563,35
J122,1520,1572,30
J123,1532,1580,25
J124,1545,1589,20
J125,1557,1618,36
J126,1570,1609,31
J127,1582,1617,26
J128,1595,1626,21
J129,1607,1655,37
J130,1620,1664,32
J131,1633,1673,27
J132,1645,1681,22
J133,1658,1711,38
J134,1670,1719,33
J135,1683,1728,28
J136,1695,1736,23
J137,1708,1766,39
J138,1720,1774,34
J139,1733,1783,29
J140,1745,1791,24
J141,1758,1821,40
J142,1771,1830,35
J143,1783,1838,30
J144,1796,1829,25
J145,1808,1837,20
J146,1821,1867,36
J147,1833,1875,31
J148,1846,1884,26
J149,1858,1892,21
J150,1871,1922,37
