Job,Release,Deadline,processingTime
J1,524,628,99
J2,1629,1699,65
J3,60,153,87
J4,1590,1670,79
J5,1846,1873,26
J6,762,799,34
J7,780,835,51
J8,1176,1210,33
J9,1498,1520,21
J10,573,646,72
J11,327,402,69
J12,285,318,29
J13,912,1012,99
J14,4,46,36
J15,429,455,20
J16,340,393,47
J17,593,636,41
J18,1105,1155,45
J19,420,521,100
J20,1831,1879,45
J21,45,105,58
J22,340,414,73
J23,134,189,53
J24,1675,1737,58
J25,7,106,95
J26,136,201,63
J27,1677,1744,65
J28,1427,1510,81
J29,986,1032,43
J30,117,161,42
J31,768,1816,22
J32,19,1878,71
J33,386,1459,66
J34,48,1635,77
J35,202,1571,99
J36,840,1923,51
J37,525,1813,64
J38,257,1923,87
J39,604,1826,33
J40,38,1893,57
J41,214,1798,31
J42,626,1821,85
J43,349,1732,38
J44,95,1769,89
J45,314,1631,60
J46,642,1602,30
J47,496,1615,59
J48,83,1996,26
J49,33,1693,71
J50,353,1706,96
J51,667,1881,78
J52,58,1483,38
J53,343,1662,83
J54,750,1585,36
J55,919,1873,100
J56,173,1894,33
J57,153,1510,67
J58,302,1594,73
J59,945,1623,78
J60,465,1949,86
J61,1859,2000,100
J62,1869,2000,28
J63,1853,1994,100
J64,1866,1979,99
J65,1820,1971,96
J66,1817,1991,97
J67,1786,1979,69
J68,1852,1985,34
J69,1790,1983,91
J70,1782,1972,91
J71,1821,1971,57
J72,1840,1993,42
J73,1782,1998,23
J74,1842,2000,89
J75,1803,1992,83
J76,1836,1988,85
J77,1821,1970,45
J78,1840,2000,22
J79,1843,1973,76
J80,1788,1990,83
J81,1793,1983,28
J82,1862,1970,62
J83,1786,1981,62
J84,1869,1999,40
J85,1842,1995,50
J86,1808,1991,100
J87,1820,1970,76
J88,1862,1997,90
J89,1819,1988,21
J90,1796,1980,58
J91,235,356,40
J92,227,389,72
J93,239,359,67
J94,221,365,91
J95,220,361,100
J96,216,366,38
J97,236,390,74
J98,638,752,72
J99,616,773,38
J100,617,750,95
J101,618,795,57
J102,605,758,70
J103,621,795,76
J104,610,795,39
J105,626,791,78
J106,1009,1184,40
J107,1033,1162,47
J108,1027,1181,100
J109,1009,1187,78
J110,1022,1195,38
J111,1014,1155,28
J112,1010,1193,33
J113,1032,1179,53
J114,1419,1593,48
J115,1432,1581,80
J116,1430,1579,28
J117,1425,1565,59
J118,1405,1558,80
J119,1422,1572,23
J120,1409,1578,97
J121,1130,1337,100
J122,956,1035,48
J123,1138,1363,90
J124,686,858,51
J125,439,565,70
J126,1645,1801,64
J127,1752,1912,93
J128,1007,1197,45
J129,670,848,29
J130,1120,1278,75
J131,1094,1209,38
J132,544,711,65
J133,1162,1364,98
J134,1375,1442,44
J135,275,452,68
J136,1688,1867,93
J137,26,161,41
J138,258,363,60
J139,853,987,63
J140,1807,1981,63
J141,501,707,51
J142,1019,1121,59
J143,432,630,87
J144,1661,1742,35
J145,1040,1223,97
J146,1359,1452,74
J147,563,754,31
J148,311,492,63
J149,1417,1477,46
J150,1542,1719,80
