Job,Release,Deadline,processingTime
J1,1786,2000,86
J2,1831,1995,81
J3,1762,1974,97
J4,1786,1987,92
J5,1764,1997,87
J6,1836,1997,82
J7,1775,1980,98
J8,1851,1974,93
J9,1854,1977,88
J10,1762,1993,83
J11,1792,1976,99
J12,1798,1970,94
J13,1810,1986,89
J14,1795,1979,84
J15,1804,1971,100
J16,1805,1980,95
J17,1857,1970,90
J18,1827,1976,85
J19,1800,1973,80
J20,1795,1984,96
J21,1798,2000,91
J22,1802,1996,86
J23,1827,1971,81
J24,1794,1979,97
J25,1762,1973,92
J26,1806,1993,87
J27,1790,1998,82
J28,1805,1989,98
J29,1801,1976,93
J30,1773,1980,88
J31,1870,1995,83
J32,1787,1985,99
J33,1842,1987,94
J34,1856,1998,89
J35,1783,1982,84
J36,1804,1974,100
J37,1843,1978,95
J38,1765,1986,90
J39,1793,1987,85
J40,1769,1991,80
J41,1851,1996,96
J42,1820,1974,91
J43,1837,1974,86
J44,1852,1991,81
J45,1790,1973,97
J46,1773,1973,92
J47,1776,1981,87
J48,1786,1970,82
J49,1792,1983,98
J50,1813,1980,93
J51,1860,1989,88
J52,1800,1981,83
J53,1850,1984,99
J54,1824,1996,94
J55,1767,1989,89
J56,1828,1989,84
J57,1853,1982,100
J58,1779,1980,95
J59,1772,2000,90
J60,1833,1973,85
J61,1829,1992,80
J62,1768,1984,96
J63,1831,1997,91
J64,1791,1989,86
J65,1810,1981,81
J66,1791,1982,97
J67,1864,1984,92
J68,1800,1988,87
J69,1799,1977,82
J70,1765,1980,98
J71,1853,1993,93
J72,1810,1973,88
J73,1835,1988,83
J74,1771,1990,99
J75,1765,1990,94
J76,1843,1986,89
J77,1825,1988,84
J78,1795,1999,100
J79,1835,1986,95
J80,1829,1994,90
J81,1863,1972,85
J82,1842,1993,80
J83,1868,1989,96
J84,1854,1984,91
J85,1811,1975,86
J86,1768,1986,81
J87,1852,1970,97
J88,1830,1979,92
J89,1793,1989,87
J90,1778,1990,82
J91,1787,1991,98
J92,1795,1997,93
J93,1827,1983,88
J94,1788,1979,83
J95,1791,1998,99
J96,1796,1990,94
J97,1864,1982,89
J98,1818,1975,84
J99,1867,1976,100
J100,1778,1980,95
J101,1788,1991,90
J102,1814,1973,85
J103,1819,1984,80
J104,1794,1992,96
J105,1835,2000,91
J106,1798,1991,86
J107,1862,2000,81
J108,1866,1970,97
J109,1837,1984,92
J110,1840,1973,87
J111,1776,1987,82
J112,1801,1986,98
J113,1836,1984,93
J114,1850,1980,88
J115,1845,1980,83
J116,1865,1986,99
J117,1799,1975,94
J118,1816,1987,89
J119,1861,1976,84
J120,1782,1995,100
J121,1859,1975,95
J122,1805,1994,90
J123,1843,1971,85
J124,1865,1994,80
J125,1781,1980,96
J126,1770,1982,91
J127,1852,1985,86
J128,1803,1987,81
J129,1849,1981,97
J130,1858,1993,92
J131,1841,1973,87
J132,1782,2000,82
J133,1832,1977,98
J134,1859,1998,93
J135,1770,1985,88
J136,1786,1972,83
J137,1765,1975,99
J138,1846,1976,94
J139,1812,1972,89
J140,1832,1974,84
J141,1845,1992,100
J142,1787,1972,95
J143,1761,1986,90
J144,1763,1981,85
J145,1782,1976,80
J146,1824,1976,96
J147,1776,1995,91
J148,1783,1979,86
J149,1811,1988,81
J150,1866,1982,97
